,close,SMA_10,SMA_30,temp,Differenza,scomp_sigLine,scomp_position,Status,Ritardi,Frequenze
253,-205,-216.4,-190.3,-26.099999999999994,3.066666666666663,0,0.0,1,53,18
254,-222,-218.9,-193.13333333333333,-25.76666666666668,0.3333333333333144,0,0.0,1,1,18
255,-226,-220.4,-196.1,-24.30000000000001,1.4666666666666686,0,0.0,1,13,17
256,-238,-222.7,-200.36666666666667,-22.333333333333314,1.966666666666697,0,0.0,1,5,17
257,-228,-223.5,-204.4,-19.099999999999994,3.23333333333332,0,0.0,1,27,17
258,-244,-224.8,-208.4,-16.400000000000006,2.6999999999999886,0,0.0,1,1,17
259,-226,-227.3,-211.36666666666667,-15.933333333333337,0.46666666666666856,0,0.0,1,35,17
260,-195,-225.1,-213.26666666666668,-11.833333333333314,4.100000000000023,0,0.0,1,49,18
261,-212,-223.6,-215.16666666666666,-8.433333333333337,3.3999999999999773,0,0.0,1,1,18
262,-194,-219.0,-216.1,-2.9000000000000057,5.533333333333331,0,0.0,1,36,18
263,-178,-216.3,-215.96666666666667,-0.3333333333333428,2.566666666666663,0,0.0,1,34,18
264,-184,-212.5,-215.56666666666666,3.066666666666663,3.4000000000000057,1,1.0,0,12,18
265,-159,-205.8,-213.96666666666667,8.166666666666657,5.099999999999994,1,0.0,0,43,18
266,-176,-199.6,-212.76666666666668,13.166666666666686,5.000000000000028,1,0.0,0,1,18
267,-187,-195.5,-211.9,16.400000000000006,3.23333333333332,1,0.0,0,7,18
268,-172,-188.3,-210.2,21.899999999999977,5.499999999999972,1,0.0,0,33,18
269,-181,-183.8,-208.5,24.69999999999999,2.8000000000000114,1,0.0,0,9,18
270,-193,-183.6,-206.8,23.200000000000017,-1.4999999999999716,1,0.0,0,6,18
271,-201,-182.5,-206.03333333333333,23.53333333333333,0.3333333333333144,1,0.0,0,10,18
272,-218,-184.9,-206.86666666666667,21.96666666666667,-1.5666666666666629,1,0.0,0,1,18
273,-218,-188.9,-207.2,18.299999999999983,-3.6666666666666856,1,0.0,0,17,17
274,-226,-193.1,-208.16666666666666,15.066666666666663,-3.23333333333332,1,0.0,0,9,17
275,-238,-201.0,-209.06666666666666,8.066666666666663,-7.0,1,0.0,0,5,17
276,-221,-205.5,-209.26666666666668,3.76666666666668,-4.299999999999983,1,0.0,0,34,17
277,-230,-209.8,-209.6,-0.20000000000001705,-3.966666666666697,0,-1.0,1,8,17
278,-240,-216.6,-209.9,-6.699999999999989,-6.499999999999972,0,0.0,1,7,17
279,-200,-218.5,-209.86666666666667,-8.633333333333326,-1.9333333333333371,0,0.0,1,58,18
280,-216,-220.8,-209.83333333333334,-10.966666666666669,-2.333333333333343,0,0.0,1,1,17
281,-219,-222.6,-209.56666666666666,-13.033333333333331,-2.066666666666663,0,0.0,1,14,17
282,-225,-223.3,-209.06666666666666,-14.233333333333348,-1.200000000000017,0,0.0,1,11,17
283,-203,-221.8,-209.0,-12.800000000000011,1.4333333333333371,0,0.0,1,40,18
284,-211,-220.3,-208.63333333333333,-11.666666666666686,1.1333333333333258,0,0.0,1,9,17
285,-210,-217.5,-208.1,-9.400000000000006,2.26666666666668,0,0.0,1,18,17
286,-224,-217.8,-207.63333333333333,-10.166666666666686,-0.7666666666666799,0,0.0,1,3,17
287,-238,-218.6,-207.96666666666667,-10.633333333333326,-0.46666666666664014,0,0.0,1,3,17
288,-238,-218.4,-207.76666666666668,-10.633333333333326,0.0,0,0.0,1,17,17
289,-242,-222.6,-208.3,-14.299999999999983,-3.666666666666657,0,0.0,1,13,17
290,-252,-226.2,-210.2,-16.0,-1.700000000000017,0,0.0,1,7,17
291,-247,-229.0,-211.36666666666667,-17.633333333333326,-1.6333333333333258,0,0.0,1,22,17
292,-258,-232.3,-213.5,-18.80000000000001,-1.1666666666666856,0,0.0,1,6,17
293,-226,-234.6,-215.1,-19.5,-0.6999999999999886,0,0.0,1,49,17
294,-227,-236.2,-216.53333333333333,-19.666666666666657,-0.1666666666666572,0,0.0,1,16,17
295,-238,-239.0,-219.16666666666666,-19.833333333333343,-0.16666666666668561,0,0.0,1,6,17
296,-253,-241.9,-221.73333333333332,-20.166666666666686,-0.3333333333333428,0,0.0,1,2,17
297,-267,-244.8,-224.4,-20.400000000000006,-0.23333333333332007,0,0.0,1,3,17
298,-270,-248.0,-227.66666666666666,-20.333333333333343,0.06666666666666288,0,0.0,1,14,17
299,-283,-252.1,-231.06666666666666,-21.03333333333333,-0.6999999999999886,0,0.0,1,4,17
300,-291,-256.0,-234.33333333333334,-21.666666666666657,-0.6333333333333258,0,0.0,1,9,17
301,-280,-259.3,-236.96666666666667,-22.333333333333343,-0.6666666666666856,0,0.0,1,28,17
302,-266,-260.1,-238.56666666666666,-21.53333333333336,0.799999999999983,0,0.0,1,31,17
303,-255,-263.0,-239.8,-23.19999999999999,-1.6666666666666288,0,0.0,1,28,17
304,-256,-265.9,-240.8,-25.099999999999966,-1.8999999999999773,0,0.0,1,16,17
305,-259,-268.0,-241.5,-26.5,-1.400000000000034,0,0.0,1,14,17
306,-252,-267.9,-242.53333333333333,-25.366666666666646,1.1333333333333542,0,0.0,1,24,17
307,-206,-261.8,-241.73333333333332,-20.06666666666669,5.2999999999999545,0,0.0,1,63,17
308,-216,-256.4,-240.93333333333334,-15.46666666666664,4.600000000000051,0,0.0,1,7,17
309,-215,-249.6,-241.43333333333334,-8.166666666666657,7.299999999999983,0,0.0,1,18,17
