Data,Ruota,1,2,3,4,5
13/12/1947,TO,8,7,67,3,43
20/12/1947,TO,36,38,55,78,3
27/12/1947,TO,13,18,78,73,88
03/01/1948,TO,68,57,89,53,62
10/01/1948,TO,88,11,10,90,78
17/01/1948,TO,90,82,41,76,85
24/01/1948,TO,22,13,60,66,63
31/01/1948,TO,78,40,67,37,69
07/02/1948,TO,2,10,79,54,24
14/02/1948,TO,49,51,65,41,47
21/02/1948,TO,64,81,31,35,47
28/02/1948,TO,47,75,38,76,36
06/03/1948,TO,40,5,65,78,82
13/03/1948,TO,29,14,61,16,86
20/03/1948,TO,28,17,5,60,14
27/03/1948,TO,7,23,56,78,19
03/04/1948,TO,54,20,88,9,42
10/04/1948,TO,39,69,67,20,5
17/04/1948,TO,28,43,56,60,72
24/04/1948,TO,38,5,66,55,86
30/04/1948,TO,69,90,16,30,78
08/05/1948,TO,54,17,23,82,87
15/05/1948,TO,76,60,42,80,37
22/05/1948,TO,49,7,47,37,31
29/05/1948,TO,80,82,81,69,50
05/06/1948,TO,6,46,85,5,68
12/06/1948,TO,85,69,70,25,67
19/06/1948,TO,77,16,53,32,12
26/06/1948,TO,52,9,81,26,61
03/07/1948,TO,13,49,84,19,20
10/07/1948,TO,71,21,4,28,43
17/07/1948,TO,13,29,70,65,35
24/07/1948,TO,62,82,86,36,49
31/07/1948,TO,75,26,28,64,35
07/08/1948,TO,15,39,33,83,63
14/08/1948,TO,23,74,16,65,62
21/08/1948,TO,85,71,17,66,90
28/08/1948,TO,7,40,87,33,37
04/09/1948,TO,43,88,15,52,80
11/09/1948,TO,66,89,49,68,38
18/09/1948,TO,36,84,16,74,10
25/09/1948,TO,88,71,77,37,56
02/10/1948,TO,48,55,27,17,71
09/10/1948,TO,35,12,31,53,44
16/10/1948,TO,81,65,53,17,20
23/10/1948,TO,13,46,68,69,53
30/10/1948,TO,31,9,72,55,11
06/11/1948,TO,14,21,59,28,29
13/11/1948,TO,21,20,11,84,67
20/11/1948,TO,66,44,69,17,37
27/11/1948,TO,50,59,15,55,42
04/12/1948,TO,24,40,42,57,78
11/12/1948,TO,7,68,53,72,1
18/12/1948,TO,30,47,38,59,22
24/12/1948,TO,11,53,56,80,35
31/12/1948,TO,54,38,27,51,39
08/01/1949,TO,30,26,70,84,41
15/01/1949,TO,24,81,52,54,62
22/01/1949,TO,37,29,11,75,46
29/01/1949,TO,12,47,24,9,35
05/02/1949,TO,29,57,8,25,81
12/02/1949,TO,68,31,61,35,62
19/02/1949,TO,32,72,69,43,58
26/02/1949,TO,34,38,88,69,79
05/03/1949,TO,78,25,10,5,74
12/03/1949,TO,39,88,14,31,20
19/03/1949,TO,18,4,28,44,86
26/03/1949,TO,60,68,11,89,86
02/04/1949,TO,13,74,20,29,45
09/04/1949,TO,7,63,35,73,64
16/04/1949,TO,85,54,57,74,36
23/04/1949,TO,59,74,85,61,86
30/04/1949,TO,16,63,4,79,38
07/05/1949,TO,82,85,12,10,11
14/05/1949,TO,16,22,30,57,71
21/05/1949,TO,17,41,26,21,25
28/05/1949,TO,13,32,65,52,18
04/06/1949,TO,22,48,66,8,14
11/06/1949,TO,85,90,62,2,20
18/06/1949,TO,89,82,13,63,64
25/06/1949,TO,1,56,60,73,82
02/07/1949,TO,2,39,13,23,21
09/07/1949,TO,8,57,7,28,81
16/07/1949,TO,54,52,36,87,26
23/07/1949,TO,89,86,42,52,85
30/07/1949,TO,77,75,72,73,33
06/08/1949,TO,61,3,88,70,84
13/08/1949,TO,78,49,15,68,69
20/08/1949,TO,37,18,89,57,24
27/08/1949,TO,49,33,79,8,15
03/09/1949,TO,17,42,20,80,54
10/09/1949,TO,42,68,43,41,63
17/09/1949,TO,16,61,12,6,25
24/09/1949,TO,75,33,36,25,63
01/10/1949,TO,66,86,77,4,55
08/10/1949,TO,69,89,66,53,85
15/10/1949,TO,66,72,40,71,90
22/10/1949,TO,72,2,43,5,21
29/10/1949,TO,34,76,7,83,30
05/11/1949,TO,41,13,67,56,66
12/11/1949,TO,32,2,47,86,15
19/11/1949,TO,34,12,14,77,18
26/11/1949,TO,13,86,4,55,72
03/12/1949,TO,75,52,33,48,10
12/12/1949,TO,25,71,59,65,22
17/12/1949,TO,52,90,34,71,31
24/12/1949,TO,31,47,30,59,83
31/12/1949,TO,83,24,33,73,26
07/01/1950,TO,60,16,13,70,9
14/01/1950,TO,8,46,73,80,79
21/01/1950,TO,7,34,64,72,54
28/01/1950,TO,2,37,34,18,17
04/02/1950,TO,82,16,34,90,55
11/02/1950,TO,4,2,50,31,67
18/02/1950,TO,77,19,12,33,39
25/02/1950,TO,82,16,40,75,11
04/03/1950,TO,15,60,29,58,28
11/03/1950,TO,5,2,59,13,70
18/03/1950,TO,50,6,19,25,11
25/03/1950,TO,53,90,9,29,5
01/04/1950,TO,5,88,47,28,86
08/04/1950,TO,51,49,82,43,78
15/04/1950,TO,1,62,53,50,33
22/04/1950,TO,15,85,32,84,3
29/04/1950,TO,90,5,32,85,9
06/05/1950,TO,11,3,67,7,24
13/05/1950,TO,58,3,52,69,23
20/05/1950,TO,82,81,67,22,63
27/05/1950,TO,85,82,36,8,19
03/06/1950,TO,42,77,61,6,12
10/06/1950,TO,74,53,45,61,1
17/06/1950,TO,44,18,66,21,36
24/06/1950,TO,66,50,40,75,4
01/07/1950,TO,19,86,22,61,49
08/07/1950,TO,21,18,68,28,54
15/07/1950,TO,59,71,31,2,29
22/07/1950,TO,65,31,73,89,44
29/07/1950,TO,68,18,33,26,59
05/08/1950,TO,90,75,69,65,30
12/08/1950,TO,46,75,31,3,68
19/08/1950,TO,21,27,11,57,20
26/08/1950,TO,57,24,54,62,33
02/09/1950,TO,89,81,4,17,8
09/09/1950,TO,59,28,87,73,66
16/09/1950,TO,9,78,42,12,76
23/09/1950,TO,79,51,56,21,48
30/09/1950,TO,27,81,15,70,52
07/10/1950,TO,40,41,71,38,63
14/10/1950,TO,34,22,54,70,11
21/10/1950,TO,43,10,81,42,40
28/10/1950,TO,37,33,11,1,68
04/11/1950,TO,1,30,23,64,83
11/11/1950,TO,70,2,65,81,49
18/11/1950,TO,70,3,63,16,9
25/11/1950,TO,57,64,49,23,24
02/12/1950,TO,64,36,89,67,20
09/12/1950,TO,53,84,13,45,32
16/12/1950,TO,50,2,66,47,20
23/12/1950,TO,23,52,5,27,18
30/12/1950,TO,75,14,18,48,56
06/01/1951,TO,10,6,52,58,45
13/01/1951,TO,71,3,86,4,23
20/01/1951,TO,11,69,80,12,51
27/01/1951,TO,27,26,21,37,63
03/02/1951,TO,5,56,21,40,33
10/02/1951,TO,53,34,12,70,45
17/02/1951,TO,35,19,20,24,56
24/02/1951,TO,88,82,76,17,87
03/03/1951,TO,40,49,66,65,58
10/03/1951,TO,52,34,19,7,26
17/03/1951,TO,78,45,77,70,30
24/03/1951,TO,52,81,32,35,40
31/03/1951,TO,41,45,38,52,1
07/04/1951,TO,13,14,53,19,78
14/04/1951,TO,84,11,88,58,33
21/04/1951,TO,18,66,21,89,71
28/04/1951,TO,50,54,9,68,82
05/05/1951,TO,37,77,4,11,15
12/05/1951,TO,36,33,65,74,56
19/05/1951,TO,43,30,2,56,54
26/05/1951,TO,84,88,86,9,37
01/06/1951,TO,22,18,42,54,65
09/06/1951,TO,38,50,43,45,79
16/06/1951,TO,83,68,85,51,52
23/06/1951,TO,36,29,16,60,25
30/06/1951,TO,8,12,16,66,35
07/07/1951,TO,86,54,35,77,25
14/07/1951,TO,54,62,69,26,41
21/07/1951,TO,4,16,26,48,30
28/07/1951,TO,68,59,82,39,78
04/08/1951,TO,57,1,67,12,73
11/08/1951,TO,72,79,52,3,2
18/08/1951,TO,54,81,19,41,39
25/08/1951,TO,32,55,64,63,30
01/09/1951,TO,64,27,23,6,65
08/09/1951,TO,79,17,20,34,36
15/09/1951,TO,85,49,43,46,6
22/09/1951,TO,15,39,19,27,4
29/09/1951,TO,62,32,40,61,70
06/10/1951,TO,83,3,27,80,41
13/10/1951,TO,17,86,89,42,49
20/10/1951,TO,7,40,16,39,21
27/10/1951,TO,70,45,9,44,4
03/11/1951,TO,35,25,20,14,43
10/11/1951,TO,11,42,18,51,77
17/11/1951,TO,11,77,34,12,62
24/11/1951,TO,86,24,84,39,88
01/12/1951,TO,27,48,58,78,24
10/12/1951,TO,57,19,48,66,58
15/12/1951,TO,45,83,39,70,42
22/12/1951,TO,6,48,83,9,3
28/12/1951,TO,54,56,58,70,82
05/01/1952,TO,42,8,32,51,84
12/01/1952,TO,43,8,79,40,5
19/01/1952,TO,44,45,8,16,51
26/01/1952,TO,26,5,20,10,52
02/02/1952,TO,89,24,13,21,4
09/02/1952,TO,89,19,31,47,59
16/02/1952,TO,32,10,40,48,8
23/02/1952,TO,53,20,19,88,81
01/03/1952,TO,13,36,26,19,4
08/03/1952,TO,27,7,48,25,17
15/03/1952,TO,6,62,73,55,68
22/03/1952,TO,72,29,31,90,14
29/03/1952,TO,43,23,89,2,4
05/04/1952,TO,58,41,47,7,25
12/04/1952,TO,49,76,79,67,19
19/04/1952,TO,66,71,40,52,15
26/04/1952,TO,57,62,14,45,77
03/05/1952,TO,16,39,36,70,22
10/05/1952,TO,81,24,22,16,11
17/05/1952,TO,14,61,77,72,9
24/05/1952,TO,50,82,21,30,46
