Data,Ruota,1,2,3,4,5
24/08/1946,BA,15,68,82,66,67
31/08/1946,BA,13,83,19,55,73
07/09/1946,BA,31,74,75,28,80
14/09/1946,BA,68,22,78,60,58
21/09/1946,BA,60,77,28,72,43
28/09/1946,BA,28,18,59,42,71
05/10/1946,BA,17,64,61,29,2
12/10/1946,BA,81,26,61,6,53
19/10/1946,BA,76,24,1,33,26
26/10/1946,BA,74,82,23,34,5
02/11/1946,BA,4,73,25,51,21
09/11/1946,BA,50,6,46,68,69
16/11/1946,BA,42,6,1,73,66
23/11/1946,BA,87,86,79,58,27
30/11/1946,BA,82,70,27,32,19
07/12/1946,BA,43,50,70,72,22
14/12/1946,BA,9,22,43,77,20
21/12/1946,BA,60,73,13,35,71
28/12/1946,BA,37,11,72,79,49
04/01/1947,BA,5,77,23,66,60
11/01/1947,BA,47,90,1,87,75
18/01/1947,BA,65,3,64,78,47
25/01/1947,BA,53,86,76,6,40
01/02/1947,BA,6,49,4,82,69
08/02/1947,BA,36,70,87,49,55
15/02/1947,BA,23,24,87,13,85
22/02/1947,BA,43,10,8,5,3
01/03/1947,BA,71,6,26,27,82
08/03/1947,BA,14,52,27,32,23
15/03/1947,BA,25,54,1,27,69
22/03/1947,BA,2,56,70,41,1
29/03/1947,BA,21,72,90,31,45
05/04/1947,BA,61,46,76,58,80
12/04/1947,BA,63,70,60,89,72
19/04/1947,BA,65,77,6,27,71
26/04/1947,BA,39,8,9,53,56
03/05/1947,BA,76,1,48,45,23
10/05/1947,BA,76,89,10,73,13
17/05/1947,BA,40,77,66,7,68
24/05/1947,BA,63,44,11,79,61
31/05/1947,BA,37,81,34,64,65
07/06/1947,BA,6,25,10,17,44
14/06/1947,BA,33,51,80,22,62
21/06/1947,BA,42,18,14,39,46
28/06/1947,BA,37,62,60,14,31
05/07/1947,BA,47,58,60,28,68
12/07/1947,BA,76,38,61,9,59
19/07/1947,BA,37,10,57,64,24
26/07/1947,BA,56,45,67,59,89
02/08/1947,BA,36,13,76,55,5
09/08/1947,BA,66,41,1,51,50
16/08/1947,BA,79,39,85,22,45
23/08/1947,BA,22,52,32,65,64
30/08/1947,BA,76,62,63,44,17
06/09/1947,BA,2,10,80,35,74
13/09/1947,BA,36,85,35,15,82
20/09/1947,BA,84,18,70,60,65
27/09/1947,BA,11,32,62,28,49
04/10/1947,BA,77,62,10,75,55
11/10/1947,BA,28,42,51,6,78
18/10/1947,BA,20,82,30,53,84
25/10/1947,BA,66,43,41,53,72
01/11/1947,BA,86,60,17,89,64
08/11/1947,BA,14,10,18,55,15
15/11/1947,BA,2,82,20,18,60
22/11/1947,BA,51,66,56,34,88
29/11/1947,BA,9,51,29,1,6
06/12/1947,BA,61,57,40,28,8
13/12/1947,BA,19,50,9,24,34
20/12/1947,BA,38,54,46,53,89
27/12/1947,BA,2,36,43,18,1
03/01/1948,BA,77,1,37,21,61
10/01/1948,BA,61,72,35,27,68
17/01/1948,BA,56,6,39,83,63
24/01/1948,BA,62,18,6,21,78
31/01/1948,BA,54,64,61,52,76
07/02/1948,BA,64,22,63,70,84
14/02/1948,BA,74,66,72,4,36
21/02/1948,BA,70,90,37,45,59
28/02/1948,BA,32,60,44,14,71
06/03/1948,BA,29,48,73,18,26
13/03/1948,BA,9,72,82,50,2
20/03/1948,BA,50,14,73,7,89
27/03/1948,BA,48,51,28,39,12
03/04/1948,BA,5,74,87,75,47
10/04/1948,BA,15,60,55,47,14
17/04/1948,BA,43,60,86,30,5
24/04/1948,BA,37,64,55,78,90
30/04/1948,BA,29,75,15,36,49
08/05/1948,BA,32,67,75,64,51
15/05/1948,BA,17,45,30,90,72
22/05/1948,BA,40,41,39,25,13
29/05/1948,BA,7,60,32,5,25
05/06/1948,BA,58,22,84,89,46
12/06/1948,BA,74,10,19,47,32
19/06/1948,BA,62,71,28,54,50
26/06/1948,BA,4,60,30,87,26
03/07/1948,BA,81,56,68,79,48
10/07/1948,BA,84,48,55,89,12
17/07/1948,BA,21,78,5,50,25
24/07/1948,BA,68,81,16,58,55
31/07/1948,BA,17,57,6,63,69
07/08/1948,BA,37,32,57,64,85
14/08/1948,BA,54,77,86,58,71
21/08/1948,BA,48,19,9,6,86
28/08/1948,BA,12,2,52,31,79
04/09/1948,BA,8,89,54,78,56
11/09/1948,BA,78,26,49,22,3
18/09/1948,BA,67,75,43,17,22
25/09/1948,BA,75,5,18,53,30
02/10/1948,BA,37,35,68,11,1
09/10/1948,BA,32,59,40,12,53
16/10/1948,BA,46,81,76,35,31
23/10/1948,BA,83,70,89,67,37
30/10/1948,BA,81,64,66,79,84
06/11/1948,BA,65,23,54,42,44
13/11/1948,BA,59,78,81,62,71
20/11/1948,BA,47,31,24,72,79
27/11/1948,BA,67,80,21,17,18
04/12/1948,BA,7,33,85,79,46
11/12/1948,BA,84,30,50,78,71
18/12/1948,BA,25,53,18,33,12
24/12/1948,BA,58,69,36,13,81
31/12/1948,BA,49,69,15,48,14
08/01/1949,BA,2,90,12,3,48
15/01/1949,BA,72,64,56,59,79
22/01/1949,BA,8,10,75,83,7
29/01/1949,BA,64,36,60,57,18
05/02/1949,BA,31,71,53,44,58
12/02/1949,BA,10,60,39,69,2
19/02/1949,BA,52,33,15,4,65
26/02/1949,BA,48,24,40,19,76
05/03/1949,BA,82,76,56,36,50
12/03/1949,BA,28,64,75,9,86
19/03/1949,BA,35,10,64,2,58
26/03/1949,BA,21,16,37,49,63
02/04/1949,BA,62,29,33,55,26
09/04/1949,BA,50,45,52,48,13
16/04/1949,BA,73,65,78,25,69
23/04/1949,BA,2,75,58,34,45
30/04/1949,BA,28,12,38,89,16
07/05/1949,BA,35,2,10,66,75
14/05/1949,BA,53,14,26,55,84
21/05/1949,BA,20,44,56,33,18
28/05/1949,BA,1,86,51,17,28
04/06/1949,BA,60,2,64,29,15
11/06/1949,BA,83,23,45,20,54
18/06/1949,BA,63,48,40,80,59
25/06/1949,BA,2,81,34,27,33
02/07/1949,BA,74,58,26,45,82
09/07/1949,BA,59,1,48,86,54
16/07/1949,BA,75,76,90,33,4
23/07/1949,BA,88,40,47,30,84
30/07/1949,BA,74,37,1,84,25
06/08/1949,BA,39,11,89,20,85
13/08/1949,BA,51,66,33,22,16
20/08/1949,BA,54,40,2,34,44
27/08/1949,BA,77,84,45,52,71
03/09/1949,BA,56,53,67,12,29
10/09/1949,BA,81,42,6,87,44
17/09/1949,BA,33,19,9,55,86
24/09/1949,BA,56,62,31,79,32
01/10/1949,BA,34,88,69,80,44
08/10/1949,BA,20,8,66,56,63
15/10/1949,BA,31,37,53,8,16
22/10/1949,BA,47,42,21,60,16
29/10/1949,BA,20,31,58,63,40
05/11/1949,BA,2,86,8,25,9
12/11/1949,BA,66,60,70,32,1
19/11/1949,BA,38,78,61,65,74
26/11/1949,BA,34,25,11,68,78
03/12/1949,BA,74,72,18,88,21
12/12/1949,BA,56,67,15,85,10
17/12/1949,BA,55,35,54,36,26
24/12/1949,BA,90,27,25,37,87
31/12/1949,BA,19,53,80,66,56
07/01/1950,BA,56,57,12,77,62
14/01/1950,BA,47,60,36,4,51
21/01/1950,BA,2,36,39,76,10
28/01/1950,BA,46,88,9,2,67
04/02/1950,BA,40,44,33,68,10
11/02/1950,BA,20,30,72,82,40
18/02/1950,BA,81,83,4,19,40
25/02/1950,BA,90,62,85,12,10
04/03/1950,BA,47,10,31,21,52
11/03/1950,BA,44,90,18,63,32
18/03/1950,BA,12,73,4,1,61
25/03/1950,BA,11,76,38,24,1
01/04/1950,BA,50,3,76,29,53
08/04/1950,BA,61,79,76,16,65
15/04/1950,BA,61,81,84,17,78
22/04/1950,BA,22,48,84,63,1
29/04/1950,BA,37,20,74,90,39
06/05/1950,BA,3,17,25,1,51
13/05/1950,BA,17,64,85,80,4
20/05/1950,BA,35,59,19,79,46
27/05/1950,BA,43,61,18,82,55
03/06/1950,BA,1,76,78,35,65
10/06/1950,BA,69,49,56,52,77
17/06/1950,BA,40,35,61,39,85
24/06/1950,BA,35,53,5,70,18
01/07/1950,BA,45,68,81,26,37
08/07/1950,BA,7,89,4,62,56
15/07/1950,BA,61,25,75,68,22
22/07/1950,BA,67,70,50,39,7
29/07/1950,BA,74,23,69,87,5
05/08/1950,BA,69,50,47,74,33
12/08/1950,BA,83,49,89,82,42
19/08/1950,BA,31,13,19,29,34
26/08/1950,BA,48,9,86,59,23
02/09/1950,BA,77,24,22,10,54
09/09/1950,BA,45,6,29,35,8
16/09/1950,BA,31,5,78,60,40
23/09/1950,BA,75,12,2,28,89
30/09/1950,BA,8,16,12,15,10
07/10/1950,BA,3,82,80,67,27
14/10/1950,BA,63,65,68,58,20
21/10/1950,BA,90,60,2,88,33
